@relation Example

@attribute text string
@attribute isValid {yes,no}

@data
'an electric cord used to extend the length of a power cord extension cord',no
'a form of foot torture in which the feet are encased in iron and slowly crushed boot',yes
'a small table for holding articles of various kinds; \"a bedside stand\" stand',no
'a shallow receptacle for collection in church plate,collection plate',no
'a small signboard outside the office of a lawyer or doctor, e.g. shingle',no
'electric refrigerator (trade name Deepfreeze) in which food is frozen and stored for long periods of time deep-freeze,Deepfreeze,deep freezer,freezer',no
'the range of colour characteristic of a particular artist or painting or school of art palette,pallet',yes
'(dentistry) a filling consisting of a solid substance (as gold or porcelain) fitted to a cavity in a tooth and cemented into place inlay',yes
'a cleaning implement with revolving brushes that pick up dirt as the implement is pushed over a carpet carpet sweeper,sweeper',no
'merriment expressed by a brightness or gleam or animation of countenance; \"he had a sparkle in his eye\"; \"there\'s a perpetual twinkle in his eyes\" sparkle,twinkle,spark,light',yes
'text handwritten in the style of printed matter printing',yes
'a support that consists of a horizontal surface for holding objects shelf',no
'an association of companies for some definite purpose consortium,pool,syndicate',yes
'any of various large ancient Greek coins medallion',yes
'any flat platelike body structure or part plate',yes
'the act of giving temporary assistance lift',yes
'heater consisting of a self-contained (usually portable) unit to warm a room space heater',no
'a slab of stone or wood suitable for bearing an inscription tablet',yes
'a small area of ground covered by specific vegetation; \"a bean plot\"; \"a cabbage patch\"; \"a briar patch\" plot,plot of land,plot of ground,patch',yes
'a device worn in a shoe or boot to make the wearer look taller or to correct a shortened leg lift',yes
'a large ball with finger holes used in the sport of bowling bowling ball,bowl',no
'tavern consisting of a building with a bar and public rooms; often provides light meals public house,pub,saloon,pothouse,gin mill,taphouse',yes
'a mill that is powered by the wind windmill',yes
'a listing printed in all issues of a newspaper or magazine (usually on the editorial page) that gives the name of the publication and the names of the editorial staff, etc. masthead,flag',yes
'any of various materials used by dentists to fill cavities in teeth cement',no
'half the width of an em en,nut',yes
'tree (as opposed to shrub) arbor',yes
'North American perennial having a slender bulb and whitish flowers ramp,wild leek,Allium tricoccum',yes
'an artificially produced flow of water fountain,jet',yes
'an endorsed policy in the platform of a political party plank',yes
'a hand tool with a flat blade used by potters for mixing and shaping clay pallet',no
'a square rod of land perch,rod,pole',yes
'United States female author who wrote a book and a syndicated newspaper column on etiquette (1872-1960) Post,Emily Post,Emily Price Post',yes
'weapon consisting of a fighting ax; used by North American Indians tomahawk,hatchet',yes
'a cylindrical metal home appliance that heats a lock of hair that has been curled around it curling iron',no
'a resistor with three terminals, the third being an adjustable center terminal; used to adjust voltages in radios and TV sets potentiometer,pot',no
'small portable radio link (receiver and transmitter) walkie-talkie,walky-talky',yes
'a vigorous blow; \"the sudden knock floored him\"; \"he took a bash right in his face\"; \"he got a bang on the head\" knock,bash,bang,smash,belt',yes
'a soft pad placed under a saddle panel',yes
'a printed circuit that can be inserted into expansion slots in a computer to increase the computer\'s capabilities circuit board,circuit card,board,card,plug-in,add-in',no
'flat tableland with steep edges; \"the tribe was relatively safe on the mesa but they had to descend into the valley for water\" mesa,table',yes
'adhesive tape used to cover the part of a surface that should not be painted masking tape,masking paper',no
'a piece of furniture with open shelves for displaying small ornaments etagere',no
'a home appliance for washing clothes and linens automatically washer,automatic washer,washing machine',no
'land that is covered with trees and shrubs forest,woodland,timberland,timber',yes
'any one of several designated areas on a ball field where the batter or catcher or coaches are positioned; \"the umpire warned the batter to stay in the batter\'s box\" box',yes
'a substance capable of reducing friction by making surfaces smooth or slippery lubricant,lubricator,lubricating substance,lube',yes
'the business of producing printed material for sale or distribution printing',yes
'the transparent covering of an aircraft cockpit canopy',yes
'a projecting spout from which a fluid is discharged nozzle,nose',no
'(astrology) one of 12 equal areas into which the zodiac is divided sign of the zodiac,star sign,sign,mansion,house,planetary house',yes
'any of various devices in which air or some other gas is bubbled through a liquid bubbler',yes
'a slow inhalation (as of tobacco smoke); \"he took a puff on his pipe\"; \"he took a drag on his cigarette and expelled the smoke slowly\" puff,drag,pull',yes
'a mattress filled with straw or a pad made of quilts; used as a bed pallet',yes
'an instrument or machine that is used in warfare, such as a battering ram, catapult, artillery piece, etc.; \"medieval engines of war\" engine',no
'any of several fast-swimming predacious fishes of tropical to warm temperate seas jack',yes
'a seed of the coffee tree; ground to make coffee coffee bean,coffee berry,coffee',yes
'a quarry worker who splits off blocks of stone breaker,ledgeman',yes
'a small vehicle with four wheels in which a baby or child is pushed around baby buggy,baby carriage,carriage,perambulator,pram,stroller,go-cart,pushchair,pusher',no
'a rectangular piece of fabric used as a signalling device flag,signal flag',no
'food prepared for animal pets petfood,pet-food,pet food',no
'the act of brushing your teeth; \"the dentist recommended two brushes a day\" brush,brushing',yes
'an electrical converter that converts direct current into alternating current inverter',no
'a threaded screw for machine parts; screws into a tapped hole cap screw',yes
'the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body; \"he stood still, his heart thumping wildly\" heart,pump,ticker',yes
'board that provides a flat surface on which artists mix paints and the range of colors used palette,pallet',yes
'the act of swinging a golf club at a golf ball and (usually) hitting it golf stroke,golf shot,swing',yes
'tall timber tree of central and southern Europe having a regular crown and grey bark European silver fir,Christmas tree,Abies alba',no
'a mechanical device that is curved or bent to suspend or hold or pull something hook,claw',no
'a piece of dried bovine dung chip,cow chip,cow dung,buffalo chip',yes
'an instrument for extracting tight-fitting components extractor',yes
'a float supporting a seaplane pontoon',no
'a boat for communication between ship and shore tender,ship\'s boat,pinnace,cutter',yes
